time(h:m:s),ax,ay,az,anorm,rx,ry,rz,mx(raw),my(raw),mz(raw),mx(calib),my(calib),mz(calib),mx(calib&flt),my(calib&flt),mz(calib&flt),azimuth(calib),azimuth(calib&flt)
23:58:20,0.025864,-0.732976,-0.559736,0.92262,-4.08499,-13.1086,-5.24342,-1.5,24.9,-131.4,-1.5,24.9,-131.4,-0.75,25.8,-127.65,86.9526,88.7349
23:58:20,0.041968,-0.739076,-0.57096,0.934874,-5.24342,-8.29192,-1.8291,-1.65,23.85,-132.15,-1.65,23.85,-132.15,-0.9,25.8,-127.65,86.4424,88.4021
23:58:20,0.044408,-0.742248,-0.598776,0.954692,-6.88961,-3.35335,-0.24388,-1.35,25.05,-130.95,-1.35,25.05,-130.95,-0.9,25.35,-127.8,87.3152,88.3667
23:58:20,0.013664,-0.7564,-0.613904,0.974272,-10.6088,0.884065,-0.6097,-2.1,25.5,-132,-2.1,25.5,-132,-0.9,25.5,-127.95,85.6921,88.3786
23:58:20,-0.00732,-0.798368,-0.607072,1.00299,-12.194,3.78014,-1.2194,-1.95,23.85,-130.05,-1.95,23.85,-130.05,-0.9,25.35,-129,85.7258,88.3667
23:58:20,0.016836,-0.815692,-0.5856,1.00427,-9.17599,6.79816,-1.03649,-2.4,24.9,-132.6,-2.4,24.9,-132.6,-0.9,25.05,-129,84.8945,88.3424
23:58:20,0.071004,-0.82716,-0.643672,1.0505,-8.01755,10.7612,-2.22541,-1.65,24.45,-130.95,-1.65,24.45,-130.95,-1.05,25.05,-129.15,86.5393,87.9998
23:58:20,-0.061976,-0.876448,-0.737856,1.14736,-11.4014,11.7672,-2.4388,-1.35,23.85,-131.55,-1.35,23.85,-131.55,-1.05,25.05,-129.3,87.1603,87.9998
23:58:20,-0.187636,-0.955504,-0.724924,1.21396,-11.3099,4.51178,5.70069,-0.9,24.9,-130.2,-0.9,24.9,-130.2,-1.05,25.05,-129.45,88.33,87.9998
23:58:20,-0.173728,-0.95404,-0.684664,1.18707,-0.06097,-4.20693,15.9741,-1.35,24.15,-131.55,-1.35,24.15,-131.55,-1.2,24.9,-130.05,87.2005,87.6409
23:58:20,-0.166408,-0.764452,-0.734196,1.0729,4.32887,-5.76167,14.0231,-1.5,26.4,-131.4,-1.5,26.4,-131.4,-1.35,24.9,-130.2,87.1481,87.2966
23:58:20,-0.143472,-0.600728,-0.782264,0.996692,-5.42633,-4.75566,-0.48776,-1.95,24.45,-130.65,-1.95,24.45,-130.65,-1.35,24.9,-130.2,85.84,87.2966
23:58:20,-0.155916,-0.577304,-0.773236,0.977488,-18.0776,-5.73118,-15.8217,-0.9,24.3,-129.9,-0.9,24.3,-129.9,-1.35,24.9,-130.2,88.2789,87.2966
23:58:20,-0.141032,-0.6588,-0.72468,0.989479,-27.1317,-8.65774,-19.3885,-3,26.1,-130.5,-3,26.1,-130.5,-1.35,24.9,-130.5,83.8431,87.2966
23:58:20,-0.120048,-0.692472,-0.69784,0.990409,-25.2416,-9.38938,-13.2305,-3.45,25.35,-130.65,-3.45,25.35,-130.65,-1.35,24.9,-130.65,82.65,87.2966
23:58:20,-0.097112,-0.607316,-0.729072,0.953839,-12.1635,-7.5298,-5.4873,-3.45,25.05,-129.15,-3.45,25.05,-129.15,-1.5,24.9,-130.65,82.5583,86.9526
23:58:20,-0.070272,-0.547048,-0.743224,0.925517,-9.63326,-8.23095,-5.97506,-3.9,26.4,-130.2,-3.9,26.4,-130.2,-1.5,24.9,-130.65,81.9966,86.9526
23:58:21,-0.06588,-0.591212,-0.700524,0.919024,-14.6633,-11.3709,-11.5233,-3.9,25.5,-129.6,-3.9,25.5,-129.6,-1.65,24.9,-130.65,81.7045,86.6088
23:58:21,-0.069784,-0.632448,-0.67588,0.928264,-15.7912,-13.5963,-14.6938,-5.1,26.4,-129.3,-5.1,26.4,-129.3,-1.65,25.05,-130.65,79.4662,86.6315
23:58:21,-0.083448,-0.63684,-0.671,0.928854,-13.8402,-14.5109,-14.9377,-3.6,26.1,-129.9,-3.6,26.1,-129.9,-1.95,25.05,-130.65,82.5467,85.9488
23:58:21,-0.080032,-0.629276,-0.686128,0.934433,-10.8222,-17.4069,-14.8767,-4.95,26.25,-129.15,-4.95,26.25,-129.15,-1.95,25.05,-130.5,79.7211,85.9488
23:58:21,-0.052704,-0.632448,-0.698328,0.943626,-10.0601,-22.1321,-15.1206,-5.1,26.7,-131.1,-5.1,26.7,-131.1,-2.1,25.35,-130.5,79.5861,85.6644
23:58:21,-0.01464,-0.652944,-0.698328,0.956144,-10.6698,-26.0342,-16.4314,-5.25,25.65,-130.95,-5.25,25.65,-130.95,-2.4,25.5,-130.5,78.8326,85.0233
23:58:21,0.007808,-0.660752,-0.696864,0.960351,-8.77968,-27.3755,-18.5959,-5.85,27.15,-132.45,-5.85,27.15,-132.45,-3,25.5,-130.5,78.2404,83.6902
23:58:21,0.010492,-0.656848,-0.687104,0.950616,-4.35935,-26.2476,-20.8822,-6,27,-132.9,-6,27,-132.9,-3.45,25.65,-130.65,77.8712,82.7395
23:58:21,0.020008,-0.63684,-0.6832,0.934199,0.30485,-24.9977,-22.8028,-6.6,25.2,-132.6,-6.6,25.2,-132.6,-3.45,25.65,-130.65,75.7236,82.7395
23:58:21,-0.000732,-0.63562,-0.721752,0.961738,3.20093,-24.6014,-23.382,-6.6,27.6,-133.8,-6.6,27.6,-133.8,-3.6,26.1,-130.65,76.9514,82.5467
23:58:21,-0.00976,-0.650992,-0.74664,0.990635,4.02402,-24.9977,-23.2905,-7.2,27.9,-133.5,-7.2,27.9,-133.5,-3.9,26.1,-130.65,75.9297,81.9014
23:58:21,0.01708,-0.6771,-0.771284,1.02647,5.42633,-24.0527,-22.5589,-6.75,27.15,-133.05,-6.75,27.15,-133.05,-3.9,26.25,-130.65,76.4383,81.9493
23:58:21,0.04392,-0.686128,-0.777384,1.0378,7.13349,-21.7663,-21.1566,-6.15,25.65,-133.65,-6.15,25.65,-133.65,-4.95,26.25,-130.65,76.9169,79.7211
23:58:21,0.06222,-0.71858,-0.80886,1.08374,9.69423,-18.1081,-20.1811,-6.3,27.9,-134.1,-6.3,27.9,-134.1,-5.1,26.25,-130.65,77.6756,79.4052
23:58:21,-0.032208,-0.7564,-0.89304,1.17077,9.32841,-15.8522,-17.8642,-6.45,26.55,-133.95,-6.45,26.55,-133.95,-5.1,26.4,-130.95,76.7452,79.4662
23:58:21,-0.139812,-0.703696,-0.932568,1.17661,-0.18291,-19.0226,-12.7122,-7.35,27.15,-133.05,-7.35,27.15,-133.05,-5.25,26.4,-131.1,75.2521,79.1527
23:58:21,-0.108336,-0.693936,-0.868884,1.11725,-12.7427,-20.8213,-7.49931,-6.9,27.9,-134.7,-6.9,27.9,-134.7,-5.85,26.55,-132.45,76.5088,77.9741
23:58:21,-0.078568,-0.754936,-0.798856,1.10194,-10.9136,-15.6693,-8.04804,-7.35,27.45,-134.25,-7.35,27.45,-134.25,-6,26.7,-132.6,75.4101,77.7349
23:58:21,-0.094428,-0.754936,-0.681004,1.02108,1.92056,-6.43234,-11.7367,-7.35,27.75,-134.25,-7.35,27.75,-134.25,-6.15,27,-132.9,75.565,77.5682
23:58:21,-0.123952,-0.6832,-0.58072,0.905186,13.8402,4.32887,-15.4254,-6.6,27.6,-132.3,-6.6,27.6,-132.3,-6.3,27.15,-132.9,76.9514,77.336
23:58:21,-0.180316,-0.608536,-0.6039,0.876085,14.145,7.5298,-16.4314,-6.15,26.85,-134.25,-6.15,26.85,-134.25,-6.3,27.15,-133.05,77.4989,77.336
23:58:21,-0.189344,-0.612684,-0.641232,0.906869,0.97552,-2.95704,-9.23696,-7.95,26.25,-134.55,-7.95,26.25,-134.55,-6.45,27.15,-133.05,73.5507,77.036
23:58:21,-0.126392,-0.672952,-0.591456,0.904798,-4.93857,-11.0965,0.48776,-7.95,28.05,-133.65,-7.95,28.05,-133.65,-6.6,27.15,-133.5,74.5761,76.7368
23:58:21,-0.075396,-0.724924,-0.589748,0.937551,-0.67067,-11.5843,10.3649,-7.35,27.15,-134.85,-7.35,27.15,-134.85,-6.6,27.15,-133.65,75.2521,76.7368
23:58:21,-0.048312,-0.727608,-0.606584,0.948521,6.21894,-7.56028,16.8277,-6.6,27.3,-135.3,-6.6,27.3,-135.3,-6.6,27.15,-133.65,76.8091,76.7368
23:58:21,-0.05978,-0.721996,-0.64294,0.968619,10.8222,-2.01201,17.5289,-5.85,28.35,-136.05,-5.85,28.35,-136.05,-6.6,27.3,-133.8,78.7407,76.8091
23:58:21,-0.05612,-0.730536,-0.675392,0.996487,11.4624,2.07298,15.6693,-5.25,28.05,-134.85,-5.25,28.05,-134.85,-6.6,27.45,-133.95,79.7988,76.8806
23:58:21,-0.044896,-0.74542,-0.674172,1.00607,8.9321,5.54827,13.4439,-6.15,28.05,-134.85,-6.15,28.05,-134.85,-6.6,27.6,-134.1,78.0335,76.9514
23:58:21,-0.02684,-0.765672,-0.673928,1.02037,6.21894,8.96259,12.3159,-5.4,26.7,-135,-5.4,26.7,-135,-6.6,27.6,-134.25,78.9663,76.9514
23:58:21,-0.016836,-0.739564,-0.660996,0.992045,3.99354,12.5293,12.7122,-4.2,27.9,-135.3,-4.2,27.9,-135.3,-6.6,27.6,-134.25,81.8391,76.9514
23:58:21,-0.00976,-0.713456,-0.6344,0.954766,1.03649,15.4864,12.6208,-4.35,26.85,-133.95,-4.35,26.85,-133.95,-6.45,27.45,-134.25,81.1974,77.1769
23:58:21,-0.00732,-0.714676,-0.617808,0.944723,-2.80462,17.9557,12.8037,-4.2,27.3,-133.8,-4.2,27.3,-133.8,-6.3,27.45,-134.25,81.6538,77.474
23:58:21,-0.000976,-0.715408,-0.602192,0.935118,-5.60924,19.6933,14.145,-4.95,25.95,-134.85,-4.95,25.95,-134.85,-6.3,27.45,-134.25,79.6005,77.474
23:58:22,-0.00366,-0.719556,-0.608292,0.942228,-7.22494,21.0651,16.5229,-3.9,26.7,-135,-3.9,26.7,-135,-6.15,27.3,-134.55,82.0897,77.7046
23:58:22,-0.020008,-0.72468,-0.61244,0.949023,-8.41386,21.6444,18.9007,-3.75,26.55,-133.65,-3.75,26.55,-133.65,-6.15,27.3,-134.55,82.3606,77.7046
23:58:22,-0.037576,-0.741516,-0.604632,0.957516,-9.51132,20.8822,20.4859,-3.9,25.5,-132,-3.9,25.5,-132,-5.85,27.3,-134.55,81.7045,78.3052
23:58:22,-0.022448,-0.772992,-0.60024,0.978932,-10.3649,19.2665,21.8882,-3.75,27.75,-133.35,-3.75,27.75,-133.35,-5.4,27.3,-134.25,82.7039,79.2112
23:58:22,-0.045872,-0.76738,-0.606828,0.979396,-10.8831,17.346,22.9552,-3.75,26.85,-133.35,-3.75,26.85,-133.35,-5.25,27.3,-134.25,82.4492,79.5145
23:58:22,-0.09028,-0.784216,-0.642208,1.01763,-10.7307,16.1571,23.5954,-2.85,26.55,-133.65,-2.85,26.55,-133.65,-4.95,27.15,-134.25,84.2731,80.0673
23:58:22,-0.222528,-0.851072,-0.679784,1.11173,-11.2185,9.20647,28.7474,-3.45,26.55,-133.05,-3.45,26.55,-133.05,-4.35,26.85,-134.25,82.9963,81.1974
23:58:22,-0.188856,-0.91744,-0.611464,1.11859,-3.47529,-2.01201,34.509,-1.95,27.75,-133.05,-1.95,27.75,-133.05,-4.2,27.15,-133.95,86.3804,81.6063
23:58:22,-0.083448,-0.847412,-0.639036,1.06463,8.50531,-8.77968,30.7899,-4.05,27.75,-132.45,-4.05,27.75,-132.45,-4.2,27.3,-133.8,82.0965,81.6538
23:58:22,-0.069296,-0.813008,-0.678808,1.0614,0.97552,-8.41386,18.5959,-2.55,27.75,-133.05,-2.55,27.75,-133.05,-4.05,27.3,-133.8,85.1497,81.9616
23:58:22,-0.10004,-0.838628,-0.717848,1.10843,-11.8892,-4.51178,4.08499,-2.4,27.9,-132.9,-2.4,27.9,-132.9,-3.9,27.3,-133.65,85.4834,82.2699
23:58:22,-0.12932,-0.798368,-0.75152,1.10404,-13.7183,-0.42679,-8.16998,-2.85,27.45,-134.55,-2.85,27.45,-134.55,-3.9,27.45,-133.65,84.4725,82.3137
23:58:22,-0.158356,-0.712236,-0.736636,1.03682,-13.6573,1.92056,-15.8522,-2.55,28.35,-133.95,-2.55,28.35,-133.95,-3.75,27.45,-133.65,85.2602,82.6209
23:58:22,-0.176656,-0.600728,-0.718824,0.953304,-13.9316,3.0485,-20.9737,-4.8,27.6,-134.4,-4.8,27.6,-134.4,-3.75,27.45,-133.65,80.5342,82.6209
23:58:22,-0.18056,-0.54656,-0.748104,0.943922,-17.0716,3.10947,-22.7418,-4.8,26.4,-133.8,-4.8,26.4,-133.8,-3.75,27.3,-133.65,80.0952,82.5786
23:58:22,-0.189832,-0.518256,-0.74664,0.928492,-27.0097,1.95104,-20.2116,-4.2,26.4,-132.9,-4.2,26.4,-132.9,-3.75,27.3,-133.65,81.3605,82.5786
23:58:22,-0.1647,-0.556076,-0.763476,0.958771,-33.1067,1.79862,-13.5353,-5.55,25.65,-133.35,-5.55,25.65,-133.35,-3.75,26.85,-133.35,78.1909,82.4492
23:58:22,-0.157136,-0.59048,-0.796904,1.0042,-23.2905,2.31686,-3.78014,-5.7,27.6,-132.6,-5.7,27.6,-132.6,-3.75,27.3,-133.35,78.7312,82.5786
23:58:22,-0.14884,-0.60512,-0.808128,1.02049,-12.8647,0.91455,4.08499,-6.6,26.7,-132.9,-6.6,26.7,-132.9,-3.75,26.85,-133.35,76.5153,82.4492
23:58:22,-0.094916,-0.569008,-0.760792,0.954769,-9.17599,-0.85358,8.5358,-5.7,27,-133.5,-5.7,27,-133.5,-3.75,27,-133.35,78.4793,82.4928
23:58:22,-0.088328,-0.542412,-0.725412,0.910074,-12.2245,-0.54873,10.9136,-5.7,27,-131.1,-5.7,27,-131.1,-3.75,27,-133.05,78.4793,82.4928
23:58:22,-0.105408,-0.55388,-0.740296,0.930555,-13.2305,-0.54873,11.1575,-6.75,27.45,-131.25,-6.75,27.45,-131.25,-3.9,27.45,-133.05,76.585,82.3137
23:58:22,-0.116388,-0.549732,-0.76006,0.945221,-10.9746,-2.80462,11.4319,-6,26.4,-132.9,-6,26.4,-132.9,-4.05,27.45,-133.05,77.5957,82.0071
23:58:22,-0.092964,-0.569252,-0.7564,0.951226,-8.96259,-5.76167,11.7367,-7.2,27.3,-132,-7.2,27.3,-132,-4.2,27.3,-133.05,75.6254,81.6538
23:58:22,-0.066856,-0.58804,-0.75396,0.958497,-7.43834,-5.42633,10.7917,-5.25,26.85,-133.35,-5.25,26.85,-133.35,-4.8,27.3,-133.05,79.3365,80.4279
23:58:22,-0.041236,-0.599752,-0.786656,0.990066,-4.84712,-3.81062,9.3589,-5.4,27.3,-132.9,-5.4,27.3,-132.9,-4.8,27.3,-132.9,79.2112,80.4279
23:58:22,-0.032696,-0.633668,-0.811788,1.03034,-0.79261,-1.55474,7.86513,-5.4,27.9,-132.6,-5.4,27.9,-132.6,-5.25,27.45,-132.9,79.4459,79.5725
23:58:22,-0.032696,-0.667828,-0.803004,1.04493,7.19446,1.46328,5.51778,-5.7,27.9,-132.3,-5.7,27.9,-132.3,-5.4,27.45,-132.9,78.8533,79.2708
23:58:22,-0.029768,-0.665144,-0.781776,1.02688,13.8097,5.45682,2.37783,-4.05,28.05,-132.75,-4.05,28.05,-132.75,-5.4,27.45,-132.9,82.1841,79.2708
23:58:22,-0.02928,-0.634888,-0.770552,0.998845,16.7668,7.80416,-0.97552,-4.35,28.35,-133.05,-4.35,28.35,-133.05,-5.4,27.45,-132.9,81.6766,79.2708
23:58:23,-0.022936,-0.623176,-0.764452,0.98654,16.218,6.7067,-4.72518,-4.8,27,-131.4,-4.8,27,-131.4,-5.4,27.3,-132.9,80.3194,79.2112
23:58:23,-0.00976,-0.650016,-0.78324,1.01788,14.5109,4.38984,-6.64573,-4.05,28.05,-131.25,-4.05,28.05,-131.25,-5.4,27.3,-132.9,82.1841,79.2112
23:58:23,-0.001464,-0.676612,-0.809836,1.05529,13.0781,2.86559,-6.85913,-3.75,28.05,-131.55,-3.75,28.05,-131.55,-5.4,27.3,-132.75,82.7853,79.2112
23:58:23,-0.036112,-0.68076,-0.84668,1.08702,11.8282,2.56074,-7.43834,-4.05,26.85,-130.65,-4.05,26.85,-130.65,-5.4,27.3,-132.6,81.8223,79.2112
23:58:23,-0.085156,-0.628788,-0.842532,1.05474,6.76767,3.17044,-7.74319,-3.9,27,-131.7,-3.9,27,-131.7,-5.4,27.3,-132.6,82.1808,79.2112
23:58:23,-0.11224,-0.601216,-0.83448,1.03461,-0.54873,3.29238,-6.82864,-5.4,26.4,-131.1,-5.4,26.4,-131.1,-5.4,27.3,-132.3,78.8399,79.2112
23:58:23,-0.101992,-0.604632,-0.811056,1.01676,-4.8776,2.98753,-4.69469,-3.45,25.65,-130.05,-3.45,25.65,-130.05,-5.4,27.3,-132,82.7395,79.2112
23:58:23,-0.065636,-0.644892,-0.801784,1.03104,-4.8776,3.23141,0.518245,-4.95,27.75,-131.25,-4.95,27.75,-131.25,-5.25,27.3,-131.7,80.286,79.5145
23:58:23,-0.032208,-0.701256,-0.77104,1.04274,0.30485,5.30439,4.57275,-3.9,27,-129.6,-3.9,27,-129.6,-4.95,27.3,-131.55,82.1808,80.1229
23:58:23,-0.0427,-0.722484,-0.732732,1.0299,7.98707,10.7002,4.51178,-4.2,26.4,-131.7,-4.2,26.4,-131.7,-4.8,27.3,-131.55,81.3605,80.4279
23:58:23,-0.1098,-0.680272,-0.725656,1.0007,12.6818,14.8157,1.34134,-3.3,26.1,-130.2,-3.3,26.1,-130.2,-4.35,27.3,-131.55,83.1939,81.3466
23:58:23,-0.183976,-0.634644,-0.668072,0.939649,10.3954,14.5718,-4.81663,-4.65,25.95,-130.05,-4.65,25.95,-130.05,-4.35,27,-131.55,80.2409,81.2477
23:58:23,-0.182512,-0.660264,-0.598288,0.90951,6.64573,11.8282,-6.58476,-3.6,24.9,-129.6,-3.6,24.9,-129.6,-4.2,27,-131.4,82.1733,81.5582
23:58:23,-0.139568,-0.68442,-0.5673,0.899855,5.06051,7.86513,-0.579215,-3.6,26.4,-129.9,-3.6,26.4,-129.9,-4.05,27,-131.25,82.6348,81.8692
23:58:23,-0.087352,-0.704184,-0.618296,0.941167,3.0485,1.98153,9.48084,-3,25.8,-130.5,-3,25.8,-130.5,-4.05,27,-131.25,83.7675,81.8692
23:58:23,-0.056608,-0.725168,-0.654408,0.978429,2.80462,-0.67067,13.9012,-2.1,26.1,-129.9,-2.1,26.1,-129.9,-4.05,27,-131.1,85.7999,81.8692
23:58:23,-0.10614,-0.7137,-0.652944,0.973123,4.2679,-1.06698,13.6878,-1.05,24.75,-130.95,-1.05,24.75,-130.95,-3.9,26.85,-130.95,87.9707,82.1355
23:58:23,-0.136396,-0.724436,-0.647576,0.981206,4.35936,0.36582,13.6878,-1.65,25.35,-132.15,-1.65,25.35,-132.15,-3.9,26.4,-130.95,86.6759,81.9966
23:58:23,-0.073444,-0.721996,-0.649528,0.97394,3.96305,0.97552,16.9192,-2.4,25.5,-130.8,-2.4,25.5,-130.8,-3.75,26.4,-130.8,85.0233,82.3155
23:58:23,0.005124,-0.7198,-0.659288,0.976114,1.18892,3.07899,18.6568,-1.05,26.25,-130.65,-1.05,26.25,-130.65,-3.6,26.4,-130.65,88.1094,82.6348
23:58:23,0.059292,-0.769088,-0.67588,1.02559,-0.24388,9.29792,18.1081,-0.75,25.95,-130.65,-0.75,25.95,-130.65,-3.6,26.25,-130.65,88.7445,82.591
23:58:23,-0.01464,-0.72712,-0.654896,0.978676,2.62171,14.9377,16.218,-0.3,26.4,-129.9,-0.3,26.4,-129.9,-3.45,26.25,-130.65,89.7489,82.9126
23:58:23,-0.039772,-0.697108,-0.64904,0.953307,0.884065,19.2056,15.6388,-0.45,26.25,-130.35,-0.45,26.25,-130.35,-3.3,26.25,-130.5,89.4179,83.2347
23:58:23,0,-0.70272,-0.63928,0.949997,-5.36536,22.0711,18.0471,0.45,25.95,-129.15,0.45,25.95,-129.15,-3,26.1,-130.35,91.3935,83.8431
23:58:23,0.03538,-0.705404,-0.637816,0.951659,-9.72471,24.6624,21.4614,1.35,27.15,-130.35,1.35,27.15,-130.35,-2.4,26.1,-130.35,93.2466,85.1462
23:58:23,0.053192,-0.718824,-0.630984,0.957955,-10.9746,27.6804,24.1441,1.95,25.95,-128.85,1.95,25.95,-128.85,-2.1,26.1,-130.2,94.6974,85.7999
23:58:23,0.046116,-0.7747,-0.651724,1.01343,-9.90762,31.7349,25.5769,1.2,26.7,-128.1,1.2,26.7,-128.1,-1.65,26.1,-130.2,92.9734,86.7827
23:58:23,-0.025376,-0.787144,-0.645624,1.01837,-6.097,34.631,24.7538,0.15,25.65,-128.55,0.15,25.65,-128.55,-1.05,26.1,-130.05,90.7351,88.0962
23:58:23,-0.217404,-0.79178,-0.686128,1.07002,-3.20093,33.9603,23.5039,2.1,25.8,-128.1,2.1,25.8,-128.1,-1.05,25.95,-130.05,95.0534,88.0829
23:58:23,-0.356728,-0.820328,-0.676368,1.12146,-2.01201,22.8637,27.3755,2.1,25.8,-128.7,2.1,25.8,-128.7,-0.75,25.95,-129.9,95.0534,88.7445
23:58:23,-0.116388,-0.799344,-0.673684,1.05183,6.43234,5.45681,28.2901,2.4,26.4,-127.8,2.4,26.4,-127.8,-0.45,25.95,-129.9,95.5944,89.4065
23:58:23,-0.020496,-0.806664,-0.748104,1.10036,-0.30485,1.03649,20.1201,2.55,25.95,-127.35,2.55,25.95,-127.35,-0.3,25.95,-129.9,96.0122,89.7377
23:58:24,-0.091988,-0.819352,-0.779336,1.13453,-11.4928,6.12749,9.72471,2.1,27,-126.9,2.1,27,-126.9,0.15,25.95,-129.9,94.8474,90.7312
23:58:24,-0.108336,-0.763232,-0.809104,1.11755,-10.4868,11.5233,1.52425,2.55,26.85,-127.65,2.55,26.85,-127.65,0.45,25.95,-129.15,95.8252,91.3935
23:58:24,-0.17934,-0.6466,-0.755668,1.01059,-7.34689,13.3524,-4.23742,2.25,27.45,-127.35,2.25,27.45,-127.35,1.2,26.1,-128.85,95.0859,93.0324
23:58:24,-0.209352,-0.582672,-0.687592,0.925266,-5.67021,11.9501,-6.46282,1.95,25.05,-127.35,1.95,25.05,-127.35,1.35,25.95,-128.7,94.8512,93.378
23:58:24,-0.150548,-0.54778,-0.690032,0.893796,-5.73118,7.49931,-5.30439,1.5,25.5,-126.3,1.5,25.5,-126.3,1.5,25.95,-128.55,93.7665,93.7082
