time(h:m:s),Satellites,Latitude,Longitude,Altitude,Time,Course,Speed
23:58:19,0,nan,nan,0.0000000,0,0,0
23:58:19,0,nan,nan,0.0000000,0,0,0
23:58:19,0,nan,nan,0.0000000,0,0,0
23:58:19,0,35.6434017,139.5235967,33.7000000,0,297.93,0.103
23:58:19,0,35.6434017,139.5235967,33.7000000,0,297.93,0.103
23:58:19,0,35.6434017,139.5235967,33.7000000,0,297.93,0.103
23:58:19,0,35.6434017,139.5235967,33.7000000,0,297.93,0.103
23:58:19,0,35.6434017,139.5235967,33.7000000,0,297.93,0.103
23:58:19,0,35.6434017,139.5235967,33.7000000,0,297.93,0.103
23:58:19,0,35.6434017,139.5235967,33.7000000,0,297.93,0.103
23:58:20,0,35.6434017,139.5235967,33.7000000,0,297.93,0.103
23:58:20,0,35.6434017,139.5235967,33.7000000,0,297.93,0.103
23:58:20,0,35.6434017,139.5235967,33.7000000,0,297.93,0.103
23:58:20,0,35.6434017,139.5235967,33.7000000,0,297.93,0.103
23:58:20,0,35.6434017,139.5235967,33.7000000,0,297.93,0.103
23:58:20,0,35.6434017,139.5235967,33.7000000,0,297.93,0.103
23:58:20,0,35.6434017,139.5235967,33.7000000,0,297.93,0.103
23:58:20,0,35.6434017,139.5235967,33.7000000,0,297.93,0.103
23:58:20,0,35.6434017,139.5235967,33.7000000,0,297.93,0.103
23:58:20,0,35.6434017,139.5235967,33.7000000,0,297.93,0.103
23:58:20,0,35.6434017,139.5235967,33.7000000,0,297.93,0.103
23:58:20,0,35.6434017,139.5235967,33.7000000,0,297.93,0.103
23:58:20,0,35.6434017,139.5235967,33.7000000,0,297.93,0.103
23:58:20,0,35.6434017,139.5235967,33.7000000,0,297.93,0.103
23:58:20,0,35.6434017,139.5235967,33.7000000,0,297.93,0.103
23:58:20,0,35.6434017,139.5235967,33.7000000,0,297.93,0.103
23:58:20,0,35.6434017,139.5235967,33.7000000,0,297.93,0.103
23:58:20,0,35.6434000,139.5235950,33.7000000,0,297.93,0.201
23:58:20,0,35.6434000,139.5235950,33.7000000,0,297.93,0.201
23:58:20,0,35.6434000,139.5235950,33.7000000,0,297.93,0.201
23:58:20,0,35.6434000,139.5235950,33.7000000,0,297.93,0.201
23:58:20,0,35.6434000,139.5235950,33.7000000,0,297.93,0.201
23:58:20,0,35.6434000,139.5235950,33.7000000,0,297.93,0.201
23:58:20,0,35.6434000,139.5235950,33.7000000,0,297.93,0.201
23:58:20,0,35.6434000,139.5235950,33.7000000,0,297.93,0.201
23:58:20,0,35.6434000,139.5235950,33.7000000,0,297.93,0.201
23:58:20,0,35.6434000,139.5235950,33.7000000,0,297.93,0.201
23:58:20,0,35.6434000,139.5235950,33.7000000,0,297.93,0.201
23:58:20,0,35.6434000,139.5235950,33.7000000,0,297.93,0.201
23:58:20,0,35.6434000,139.5235950,33.7000000,0,297.93,0.201
23:58:20,0,35.6434000,139.5235950,33.7000000,0,297.93,0.201
23:58:20,0,35.6434000,139.5235950,33.7000000,0,297.93,0.201
23:58:20,0,35.6434000,139.5235950,33.7000000,0,297.93,0.201
