time(h:m:s),TotalReceivedCount,RSSI
21:59:41,0,-999
21:59:41,0,-999
21:59:41,0,-999
21:59:41,0,-999
21:59:41,0,-999
21:59:41,0,-999
21:59:41,0,-999
21:59:41,0,-999
21:59:41,0,-999
21:59:41,0,-999
21:59:41,0,-999
21:59:41,0,-999
21:59:41,0,-999
21:59:41,0,-999
21:59:41,0,-999
21:59:41,0,-999
21:59:42,0,-999
21:59:42,0,-999
21:59:42,0,-999
21:59:42,0,-999
21:59:42,0,-999
21:59:42,0,-999
21:59:42,0,-999
21:59:42,0,-999
21:59:42,0,-999
21:59:42,0,-999
21:59:42,0,-999
21:59:42,0,-999
21:59:42,0,-999
21:59:42,0,-999
21:59:42,0,-999
21:59:42,0,-999
21:59:42,0,-999
21:59:42,0,-999
21:59:42,0,-999
21:59:42,0,-999
21:59:42,0,-999
21:59:42,0,-999
21:59:42,0,-999
21:59:42,0,-999
21:59:42,0,-999
21:59:42,0,-999
21:59:42,0,-999
21:59:42,0,-999
21:59:42,0,-999
21:59:42,0,-999
21:59:42,0,-999
21:59:42,0,-999
21:59:42,0,-999
21:59:43,0,-999
21:59:43,0,-999
21:59:43,0,-999
21:59:43,0,-999
21:59:43,0,-999
21:59:43,0,-999
21:59:43,0,-999
21:59:43,0,-999
21:59:43,0,-999
21:59:43,0,-999
21:59:43,0,-999
21:59:43,0,-999
21:59:43,0,-999
21:59:43,0,-999
21:59:43,0,-999
21:59:43,0,-999
21:59:43,0,-999
21:59:43,0,-999
21:59:43,0,-999
21:59:43,0,-999
21:59:43,0,-999
21:59:43,0,-999
21:59:43,0,-999
21:59:43,0,-999
21:59:43,0,-999
21:59:43,0,-999
21:59:43,0,-999
21:59:43,0,-999
21:59:43,0,-999
21:59:43,0,-999
21:59:43,0,-999
21:59:43,0,-999
21:59:44,0,-999
21:59:44,0,-999
21:59:44,0,-999
21:59:44,0,-999
21:59:44,0,-999
21:59:44,0,-999
21:59:44,0,-999
21:59:44,0,-999
21:59:44,0,-999
21:59:44,0,-999
21:59:44,0,-999
21:59:44,0,-999
21:59:44,0,-999
21:59:44,0,-999
21:59:44,0,-999
21:59:44,0,-999
21:59:44,0,-999
21:59:44,0,-999
21:59:44,0,-999
21:59:44,0,-999
21:59:44,0,-999
21:59:44,0,-999
21:59:44,0,-999
21:59:44,0,-999
21:59:44,0,-999
21:59:44,0,-999
21:59:44,0,-999
21:59:44,0,-999
21:59:44,0,-999
21:59:44,0,-999
21:59:44,0,-999
21:59:44,0,-999
21:59:45,0,-999
21:59:45,0,-999
21:59:45,0,-999
21:59:45,0,-999
21:59:45,0,-999
21:59:45,0,-999
21:59:45,0,-999
21:59:45,0,-999
21:59:45,0,-999
21:59:45,0,-999
21:59:45,0,-999
21:59:45,0,-999
21:59:45,0,-999
21:59:45,0,-999
21:59:45,0,-999
21:59:45,0,-999
21:59:45,0,-999
21:59:45,0,-999
21:59:45,0,-999
21:59:45,0,-999
21:59:45,0,-999
21:59:45,0,-999
21:59:45,0,-999
21:59:45,0,-999
21:59:45,0,-999
21:59:45,0,-999
21:59:45,0,-999
21:59:45,0,-999
21:59:45,0,-999
21:59:45,0,-999
21:59:45,0,-999
21:59:45,0,-999
21:59:46,0,-999
21:59:46,0,-999
21:59:46,0,-999
21:59:46,0,-999
21:59:46,0,-999
21:59:46,0,-999
21:59:46,0,-999
21:59:46,0,-999
21:59:46,0,-999
21:59:46,0,-999
21:59:46,0,-999
21:59:46,0,-999
21:59:46,0,-999
21:59:46,0,-999
21:59:46,0,-999
21:59:46,0,-999
21:59:46,0,-999
21:59:46,0,-999
21:59:46,0,-999
21:59:46,0,-999
21:59:46,0,-999
21:59:46,0,-999
21:59:46,0,-999
21:59:46,0,-999
21:59:46,0,-999
21:59:46,0,-999
21:59:46,0,-999
21:59:46,0,-999
21:59:46,0,-999
21:59:46,0,-999
21:59:46,0,-999
21:59:46,0,-999
21:59:47,0,-999
21:59:47,0,-999
21:59:47,0,-999
21:59:47,0,-999
21:59:47,0,-999
21:59:47,0,-999
21:59:47,0,-999
21:59:47,0,-999
21:59:47,0,-999
21:59:47,0,-999
21:59:47,0,-999
21:59:47,0,-999
21:59:47,0,-999
21:59:47,0,-999
21:59:47,0,-999
21:59:47,0,-999
21:59:47,0,-999
21:59:47,0,-999
21:59:47,0,-999
21:59:47,0,-999
21:59:47,0,-999
21:59:47,0,-999
21:59:47,0,-999
21:59:47,0,-999
21:59:47,0,-999
21:59:47,0,-999
21:59:47,0,-999
21:59:47,0,-999
21:59:47,0,-999
21:59:47,0,-999
21:59:47,0,-999
21:59:47,0,-999
21:59:47,0,-999
21:59:48,0,-999
21:59:48,0,-999
21:59:48,0,-999
21:59:48,0,-999
21:59:48,0,-999
21:59:48,0,-999
21:59:48,0,-999
21:59:48,0,-999
21:59:48,0,-999
21:59:48,0,-999
21:59:48,0,-999
21:59:48,0,-999
21:59:48,0,-999
21:59:48,0,-999
21:59:48,0,-999
21:59:48,0,-999
21:59:48,0,-999
21:59:48,0,-999
21:59:48,0,-999
21:59:48,0,-999
21:59:48,0,-999
21:59:48,0,-999
21:59:48,0,-999
21:59:48,0,-999
21:59:48,0,-999
21:59:48,0,-999
21:59:48,0,-999
21:59:48,0,-999
21:59:48,0,-999
21:59:48,0,-999
21:59:48,0,-999
21:59:49,0,-999
21:59:49,0,-999
21:59:49,0,-999
21:59:49,0,-999
21:59:49,0,-999
21:59:49,0,-999
21:59:49,0,-999
21:59:49,0,-999
21:59:49,0,-999
21:59:49,0,-999
21:59:49,0,-999
21:59:49,0,-999
21:59:49,0,-999
21:59:49,0,-999
21:59:49,0,-999
21:59:49,0,-999
21:59:49,0,-999
21:59:49,0,-999
21:59:49,0,-999
21:59:49,0,-999
21:59:49,0,-999
21:59:49,0,-999
21:59:49,0,-999
21:59:49,0,-999
21:59:49,0,-999
21:59:49,0,-999
21:59:49,0,-999
21:59:49,0,-999
21:59:49,0,-999
21:59:49,0,-999
21:59:49,0,-999
21:59:49,0,-999
21:59:50,0,-999
21:59:50,0,-999
21:59:50,0,-999
21:59:50,0,-999
21:59:50,0,-999
21:59:50,0,-999
21:59:50,0,-999
21:59:50,0,-999
21:59:50,0,-999
21:59:50,0,-999
21:59:50,0,-999
21:59:50,0,-999
21:59:50,0,-999
21:59:50,0,-999
21:59:50,0,-999
21:59:50,0,-999
21:59:50,0,-999
21:59:50,0,-999
21:59:50,0,-999
21:59:50,0,-999
21:59:50,0,-999
21:59:50,0,-999
21:59:50,0,-999
21:59:50,0,-999
21:59:50,0,-999
21:59:50,0,-999
21:59:50,0,-999
21:59:50,0,-999
21:59:50,0,-999
21:59:50,0,-999
21:59:50,0,-999
21:59:50,0,-999
21:59:51,0,-999
21:59:51,0,-999
21:59:51,0,-999
21:59:51,0,-999
21:59:51,0,-999
21:59:51,0,-999
21:59:51,0,-999
21:59:51,0,-999
21:59:51,0,-999
21:59:51,0,-999
21:59:51,0,-999
21:59:51,0,-999
21:59:51,0,-999
21:59:51,0,-999
21:59:51,0,-999
21:59:51,0,-999
21:59:51,0,-999
21:59:51,0,-999
21:59:51,0,-999
21:59:51,0,-999
21:59:51,0,-999
21:59:51,0,-999
21:59:51,0,-999
21:59:51,0,-999
21:59:51,0,-999
21:59:51,0,-999
21:59:51,0,-999
21:59:51,0,-999
21:59:51,0,-999
21:59:51,0,-999
21:59:51,0,-999
21:59:51,0,-999
21:59:51,0,-999
21:59:52,0,-999
21:59:52,0,-999
21:59:52,0,-999
21:59:52,0,-999
21:59:52,0,-999
21:59:52,0,-999
21:59:52,0,-999
21:59:52,0,-999
21:59:52,0,-999
21:59:52,0,-999
21:59:52,0,-999
21:59:52,0,-999
21:59:52,0,-999
21:59:52,0,-999
21:59:52,0,-999
21:59:52,0,-999
21:59:52,0,-999
21:59:52,0,-999
21:59:52,0,-999
21:59:52,0,-999
21:59:52,0,-999
21:59:52,0,-999
21:59:52,0,-999
21:59:52,0,-999
21:59:52,0,-999
21:59:52,0,-999
21:59:52,0,-999
21:59:52,0,-999
21:59:52,0,-999
21:59:52,0,-999
21:59:52,0,-999
21:59:52,0,-999
21:59:53,0,-999
21:59:53,0,-999
21:59:53,0,-999
21:59:53,0,-999
21:59:53,0,-999
21:59:53,0,-999
21:59:53,0,-999
21:59:53,0,-999
21:59:53,0,-999
21:59:53,0,-999
21:59:53,0,-999
21:59:53,0,-999
21:59:53,0,-999
21:59:53,0,-999
21:59:53,0,-999
21:59:53,0,-999
21:59:53,0,-999
21:59:53,0,-999
21:59:53,0,-999
21:59:53,0,-999
21:59:53,0,-999
21:59:53,0,-999
21:59:53,0,-999
21:59:53,0,-999
21:59:53,0,-999
21:59:53,0,-999
21:59:53,0,-999
21:59:53,0,-999
21:59:53,0,-999
21:59:53,0,-999
21:59:53,0,-999
21:59:53,0,-999
21:59:54,0,-999
21:59:54,0,-999
21:59:54,0,-999
21:59:54,0,-999
21:59:54,0,-999
21:59:54,0,-999
21:59:54,0,-999
21:59:54,0,-999
21:59:54,0,-999
21:59:54,0,-999
21:59:54,0,-999
21:59:54,0,-999
21:59:54,0,-999
21:59:54,0,-999
21:59:54,0,-999
21:59:54,0,-999
21:59:54,0,-999
21:59:54,0,-999
21:59:54,0,-999
21:59:54,0,-999
21:59:54,0,-999
21:59:54,0,-999
21:59:54,0,-999
21:59:54,0,-999
21:59:54,0,-999
21:59:54,0,-999
21:59:54,0,-999
21:59:54,0,-999
21:59:54,0,-999
21:59:54,0,-999
21:59:54,0,-999
21:59:55,0,-999
21:59:55,0,-999
21:59:55,0,-999
21:59:55,0,-999
21:59:55,0,-999
21:59:55,0,-999
21:59:55,0,-999
21:59:55,0,-999
21:59:55,0,-999
21:59:55,0,-999
21:59:55,0,-999
21:59:55,0,-999
21:59:55,0,-999
21:59:55,0,-999
21:59:55,0,-999
21:59:55,0,-999
21:59:55,0,-999
21:59:55,0,-999
21:59:55,0,-999
21:59:55,0,-999
21:59:55,0,-999
21:59:55,0,-999
21:59:55,0,-999
21:59:55,0,-999
21:59:55,0,-999
21:59:55,0,-999
21:59:55,0,-999
21:59:55,0,-999
21:59:55,0,-999
21:59:55,0,-999
21:59:55,0,-999
21:59:55,0,-999
21:59:56,0,-999
21:59:56,0,-999
21:59:56,0,-999
21:59:56,0,-999
21:59:56,0,-999
21:59:56,0,-999
21:59:56,0,-999
21:59:56,0,-999
21:59:56,0,-999
21:59:56,0,-999
21:59:56,0,-999
21:59:56,0,-999
21:59:56,0,-999
21:59:56,0,-999
21:59:56,0,-999
21:59:56,0,-999
21:59:56,0,-999
21:59:56,0,-999
21:59:56,0,-999
21:59:56,0,-999
21:59:56,0,-999
21:59:56,0,-999
21:59:56,0,-999
21:59:56,0,-999
21:59:56,0,-999
21:59:56,0,-999
21:59:56,0,-999
21:59:56,0,-999
21:59:56,0,-999
21:59:56,0,-999
21:59:56,0,-999
21:59:56,0,-999
21:59:56,0,-999
21:59:57,0,-999
21:59:57,0,-999
21:59:57,0,-999
21:59:57,0,-999
21:59:57,0,-999
21:59:57,0,-999
21:59:57,0,-999
21:59:57,0,-999
21:59:57,0,-999
21:59:57,0,-999
21:59:57,0,-999
21:59:57,0,-999
21:59:57,0,-999
21:59:57,0,-999
21:59:57,0,-999
21:59:57,0,-999
21:59:57,0,-999
21:59:57,0,-999
21:59:57,0,-999
21:59:57,0,-999
21:59:57,0,-999
21:59:57,0,-999
21:59:57,0,-999
21:59:57,0,-999
21:59:57,0,-999
21:59:57,0,-999
21:59:57,0,-999
21:59:57,0,-999
21:59:57,0,-999
21:59:57,0,-999
21:59:57,0,-999
21:59:58,0,-999
21:59:58,0,-999
21:59:58,0,-999
21:59:58,0,-999
21:59:58,0,-999
21:59:58,0,-999
21:59:58,0,-999
21:59:58,0,-999
21:59:58,0,-999
21:59:58,0,-999
21:59:58,0,-999
21:59:58,0,-999
21:59:58,0,-999
21:59:58,0,-999
21:59:58,0,-999
21:59:58,0,-999
21:59:58,0,-999
21:59:58,0,-999
21:59:58,0,-999
21:59:58,0,-999
21:59:58,0,-999
21:59:58,0,-999
21:59:58,0,-999
21:59:58,0,-999
21:59:58,0,-999
21:59:58,0,-999
21:59:58,0,-999
21:59:58,0,-999
21:59:58,0,-999
21:59:58,0,-999
21:59:58,0,-999
21:59:58,0,-999
21:59:58,0,-999
21:59:59,0,-999
21:59:59,0,-999
21:59:59,0,-999
21:59:59,0,-999
21:59:59,0,-999
21:59:59,0,-999
21:59:59,0,-999
21:59:59,0,-999
21:59:59,0,-999
21:59:59,0,-999
21:59:59,0,-999
21:59:59,0,-999
21:59:59,0,-999
21:59:59,0,-999
21:59:59,0,-999
21:59:59,0,-999
21:59:59,0,-999
21:59:59,0,-999
21:59:59,0,-999
21:59:59,0,-999
21:59:59,0,-999
21:59:59,0,-999
21:59:59,0,-999
21:59:59,0,-999
21:59:59,0,-999
21:59:59,0,-999
21:59:59,0,-999
21:59:59,0,-999
21:59:59,0,-999
21:59:59,0,-999
21:59:59,0,-999
22:00:00,0,-999
22:00:00,0,-999
22:00:00,0,-999
22:00:00,0,-999
22:00:00,0,-999
22:00:00,0,-999
22:00:00,0,-999
22:00:00,0,-999
22:00:00,0,-999
22:00:00,0,-999
22:00:00,0,-999
22:00:00,0,-999
22:00:00,0,-999
22:00:00,0,-999
22:00:00,0,-999
22:00:00,0,-999
22:00:00,0,-999
22:00:00,0,-999
22:00:00,0,-999
22:00:00,0,-999
22:00:00,0,-999
22:00:00,0,-999
22:00:00,0,-999
22:00:00,0,-999
22:00:00,0,-999
22:00:00,0,-999
22:00:00,0,-999
22:00:00,0,-999
22:00:00,0,-999
22:00:00,0,-999
22:00:00,0,-999
22:00:00,0,-999
22:00:00,0,-999
22:00:01,0,-999
22:00:01,0,-999
22:00:01,0,-999
22:00:01,0,-999
22:00:01,0,-999
22:00:01,0,-999
22:00:01,0,-999
22:00:01,0,-999
22:00:01,0,-999
22:00:01,0,-999
22:00:01,0,-999
22:00:01,0,-999
22:00:01,0,-999
22:00:01,0,-999
22:00:01,0,-999
22:00:01,0,-999
22:00:01,0,-999
22:00:01,0,-999
22:00:01,0,-999
22:00:01,0,-999
22:00:01,0,-999
22:00:01,0,-999
22:00:01,0,-999
22:00:01,0,-999
22:00:01,0,-999
22:00:01,0,-999
22:00:01,0,-999
22:00:01,0,-999
22:00:01,0,-999
22:00:01,0,-999
22:00:01,0,-999
22:00:01,0,-999
22:00:02,0,-999
22:00:02,0,-999
22:00:02,0,-999
22:00:02,0,-999
22:00:02,0,-999
22:00:02,0,-999
22:00:02,0,-999
22:00:02,0,-999
22:00:02,0,-999
22:00:02,0,-999
22:00:02,0,-999
22:00:02,0,-999
22:00:02,0,-999
22:00:02,0,-999
22:00:02,0,-999
22:00:02,0,-999
22:00:02,0,-999
22:00:02,0,-999
22:00:02,0,-999
22:00:02,0,-999
22:00:02,0,-999
22:00:02,0,-999
22:00:02,0,-999
22:00:02,0,-999
22:00:02,0,-999
22:00:02,0,-999
22:00:02,0,-999
22:00:02,0,-999
22:00:02,0,-999
22:00:02,0,-999
22:00:02,0,-999
22:00:02,0,-999
22:00:03,0,-999
22:00:03,0,-999
22:00:03,0,-999
22:00:03,0,-999
22:00:03,0,-999
22:00:03,0,-999
22:00:03,0,-999
22:00:03,0,-999
22:00:03,0,-999
22:00:03,0,-999
22:00:03,0,-999
22:00:03,0,-999
22:00:03,0,-999
22:00:03,0,-999
22:00:03,0,-999
22:00:03,0,-999
22:00:03,0,-999
22:00:03,0,-999
22:00:03,0,-999
22:00:03,0,-999
22:00:03,0,-999
22:00:03,0,-999
22:00:03,0,-999
22:00:03,0,-999
22:00:03,0,-999
22:00:03,0,-999
22:00:03,0,-999
22:00:03,0,-999
22:00:03,0,-999
22:00:03,0,-999
22:00:03,0,-999
22:00:03,0,-999
22:00:04,0,-999
22:00:04,0,-999
22:00:04,0,-999
22:00:04,0,-999
22:00:04,0,-999
22:00:04,0,-999
22:00:04,0,-999
22:00:04,0,-999
22:00:04,0,-999
22:00:04,0,-999
22:00:04,0,-999
22:00:04,0,-999
22:00:04,0,-999
22:00:04,0,-999
22:00:04,0,-999
22:00:04,0,-999
22:00:04,0,-999
22:00:04,0,-999
22:00:04,0,-999
22:00:04,0,-999
22:00:04,0,-999
22:00:04,0,-999
22:00:04,0,-999
22:00:04,0,-999
22:00:04,0,-999
22:00:04,0,-999
22:00:04,0,-999
22:00:04,0,-999
22:00:04,0,-999
22:00:04,0,-999
22:00:04,0,-999
22:00:04,0,-999
22:00:05,0,-999
22:00:05,0,-999
22:00:05,0,-999
22:00:05,0,-999
22:00:05,0,-999
22:00:05,0,-999
22:00:05,0,-999
22:00:05,0,-999
22:00:05,0,-999
22:00:05,0,-999
22:00:05,0,-999
22:00:05,0,-999
22:00:05,0,-999
22:00:05,0,-999
22:00:05,0,-999
22:00:05,0,-999
22:00:05,0,-999
22:00:05,0,-999
22:00:05,0,-999
22:00:05,0,-999
22:00:05,0,-999
22:00:05,0,-999
22:00:05,0,-999
22:00:05,0,-999
22:00:05,0,-999
22:00:05,0,-999
22:00:05,0,-999
22:00:05,0,-999
22:00:05,0,-999
22:00:05,0,-999
22:00:05,0,-999
22:00:05,0,-999
22:00:05,0,-999
22:00:06,0,-999
22:00:06,0,-999
22:00:06,0,-999
22:00:06,0,-999
22:00:06,0,-999
22:00:06,0,-999
22:00:06,0,-999
22:00:06,0,-999
22:00:06,0,-999
22:00:06,0,-999
22:00:06,0,-999
22:00:06,0,-999
22:00:06,0,-999
22:00:06,0,-999
22:00:06,0,-999
22:00:06,0,-999
22:00:06,0,-999
22:00:06,0,-999
22:00:06,0,-999
22:00:06,0,-999
22:00:06,0,-999
22:00:06,0,-999
22:00:06,0,-999
22:00:06,0,-999
22:00:06,0,-999
22:00:06,0,-999
22:00:06,0,-999
22:00:06,0,-999
22:00:06,0,-999
22:00:06,0,-999
22:00:06,0,-999
22:00:06,0,-999
22:00:07,0,-999
22:00:07,0,-999
22:00:07,0,-999
22:00:07,0,-999
22:00:07,0,-999
22:00:07,0,-999
22:00:07,0,-999
22:00:07,0,-999
22:00:07,0,-999
22:00:07,0,-999
22:00:07,0,-999
22:00:07,0,-999
22:00:07,0,-999
22:00:07,0,-999
22:00:07,0,-999
22:00:07,0,-999
22:00:07,0,-999
22:00:07,0,-999
22:00:07,0,-999
22:00:07,0,-999
22:00:07,0,-999
22:00:07,0,-999
22:00:07,0,-999
22:00:07,0,-999
22:00:07,0,-999
22:00:07,0,-999
22:00:07,0,-999
22:00:07,0,-999
22:00:07,0,-999
22:00:07,0,-999
22:00:07,0,-999
22:00:07,0,-999
22:00:07,0,-999
22:00:08,0,-999
22:00:08,0,-999
22:00:08,0,-999
22:00:08,0,-999
22:00:08,0,-999
22:00:08,0,-999
22:00:08,0,-999
22:00:08,0,-999
22:00:08,0,-999
22:00:08,0,-999
22:00:08,0,-999
22:00:08,0,-999
22:00:08,0,-999
22:00:08,0,-999
22:00:08,0,-999
22:00:08,0,-999
22:00:08,0,-999
22:00:08,0,-999
22:00:08,0,-999
22:00:08,0,-999
22:00:08,0,-999
22:00:08,0,-999
22:00:08,0,-999
22:00:08,0,-999
22:00:08,0,-999
22:00:08,0,-999
22:00:08,0,-999
22:00:08,0,-999
22:00:08,0,-999
22:00:08,0,-999
22:00:08,0,-999
22:00:08,0,-999
22:00:09,0,-999
22:00:09,0,-999
22:00:09,0,-999
22:00:09,0,-999
22:00:09,0,-999
22:00:09,0,-999
22:00:09,0,-999
22:00:09,0,-999
22:00:09,0,-999
22:00:09,0,-999
22:00:09,0,-999
22:00:09,0,-999
22:00:09,0,-999
22:00:09,0,-999
22:00:09,0,-999
22:00:09,0,-999
22:00:09,0,-999
22:00:09,0,-999
22:00:09,0,-999
22:00:09,0,-999
22:00:09,0,-999
22:00:09,0,-999
22:00:09,0,-999
22:00:09,0,-999
22:00:09,0,-999
22:00:09,0,-999
22:00:09,0,-999
22:00:09,0,-999
22:00:09,0,-999
22:00:09,0,-999
22:00:09,0,-999
22:00:10,0,-999
22:00:10,0,-999
22:00:10,0,-999
